timestamp,TypPS,oxygen,pm10,cnt0_5,co,temperature,performance,co2,measuretime,so2,no2,cnt5,pm1,cnt1,dewpt,tvoc,pressure,cnt10,dCO2dt,sound_max,health,temperature_o2,cnt2_5,o3,humidity,dHdt,humidity_abs,sound,pm2_5,cnt0_3,n_danger,event,location
2023-06-24 01:58:00,Moderate,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,,Poor,Good,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Excellent,Moderate,Good,Good,Good,Excellent,Excellent,Moderate,Good,Moderate,Good,Excellent,Excellent,1.0,normal,apartment
2023-06-24 02:00:00,Moderate,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,,Poor,Good,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Excellent,Moderate,Moderate,Good,Good,Excellent,Excellent,Moderate,Good,Moderate,Good,Excellent,Excellent,1.0,normal,apartment
2023-06-24 02:02:00,Poor,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,,Poor,Good,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Excellent,Excellent,Good,Good,Good,Excellent,Excellent,Moderate,Excellent,Moderate,Good,Excellent,Excellent,2.0,normal,apartment
2023-06-24 02:04:00,Moderate,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,,Poor,Good,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Excellent,Good,Good,Good,Good,Excellent,Excellent,Moderate,Good,Moderate,Good,Excellent,Excellent,1.0,normal,apartment
2023-06-24 02:06:00,Moderate,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,,Poor,Good,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Excellent,Good,Moderate,Good,Good,Excellent,Excellent,Moderate,Good,Moderate,Good,Excellent,Excellent,1.0,normal,apartment
2023-06-24 02:08:00,Poor,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,,Poor,Good,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Excellent,Good,Moderate,Good,Good,Excellent,Excellent,Moderate,Good,Moderate,Good,Excellent,Excellent,2.0,normal,apartment
2023-06-24 02:10:00,Moderate,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,,Poor,Good,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Excellent,Good,Moderate,Good,Good,Excellent,Excellent,Moderate,Excellent,Moderate,Good,Excellent,Excellent,1.0,normal,apartment
2023-06-24 02:12:00,Moderate,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,,Poor,Good,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Excellent,Excellent,Good,Good,Good,Excellent,Excellent,Moderate,Excellent,Moderate,Good,Excellent,Excellent,1.0,normal,apartment
2023-06-24 02:14:00,Moderate,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,,Poor,Good,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Excellent,Good,Good,Good,Good,Excellent,Excellent,Moderate,Good,Moderate,Good,Excellent,Excellent,1.0,normal,apartment
2023-06-24 02:16:00,Moderate,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,,Poor,Good,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Excellent,Good,Good,Good,Good,Excellent,Excellent,Moderate,Good,Moderate,Good,Excellent,Excellent,1.0,normal,apartment
2023-06-24 02:18:00,Moderate,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,,Poor,Good,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Excellent,Good,Good,Good,Good,Excellent,Excellent,Moderate,Good,Moderate,Good,Excellent,Excellent,1.0,normal,apartment
2023-06-24 02:20:00,Moderate,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,,Poor,Good,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Excellent,Good,Good,Good,Good,Excellent,Excellent,Moderate,Excellent,Moderate,Good,Excellent,Excellent,1.0,normal,apartment
2023-06-24 02:22:00,Moderate,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,,Poor,Good,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Excellent,Good,Good,Good,Good,Excellent,Excellent,Moderate,Good,Moderate,Good,Excellent,Excellent,1.0,normal,apartment
2023-06-24 02:24:00,Moderate,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,,Poor,Good,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Excellent,Good,Good,Good,Good,Excellent,Excellent,Moderate,Good,Moderate,Good,Excellent,Excellent,1.0,normal,apartment
2023-06-24 02:26:00,Moderate,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,,Poor,Good,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Excellent,Moderate,Moderate,Moderate,Good,Excellent,Excellent,Moderate,Moderate,Moderate,Good,Excellent,Good,1.0,normal,apartment
2023-06-24 02:28:00,Moderate,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,,Poor,Good,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Excellent,Moderate,Moderate,Moderate,Good,Excellent,Excellent,Moderate,Moderate,Moderate,Good,Excellent,Excellent,1.0,normal,apartment
2023-06-24 02:30:00,Moderate,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,,Poor,Good,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Excellent,Good,Good,Moderate,Good,Excellent,Excellent,Moderate,Moderate,Moderate,Good,Excellent,Good,1.0,normal,apartment
2023-06-24 02:32:00,Moderate,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,,Poor,Good,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Excellent,Good,Good,Good,Good,Excellent,Excellent,Moderate,Excellent,Moderate,Good,Excellent,Excellent,1.0,normal,apartment
2023-06-24 02:34:00,Moderate,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,,Poor,Good,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Excellent,Good,Good,Good,Good,Excellent,Excellent,Moderate,Good,Moderate,Good,Excellent,Excellent,1.0,normal,apartment
2023-06-24 02:36:00,Moderate,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,,Poor,Good,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Excellent,Excellent,Good,Moderate,Good,Excellent,Excellent,Moderate,Good,Moderate,Good,Excellent,Excellent,1.0,normal,apartment
2023-06-24 02:38:00,Moderate,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,,Poor,Good,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Excellent,Excellent,Good,Good,Good,Excellent,Excellent,Moderate,Good,Moderate,Good,Excellent,Good,1.0,normal,apartment
2023-06-24 02:40:00,Poor,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,,Poor,Good,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Excellent,Good,Good,Moderate,Good,Excellent,Excellent,Moderate,Excellent,Moderate,Good,Excellent,Excellent,2.0,normal,apartment
2023-06-24 02:42:00,Moderate,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,,Poor,Good,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Excellent,Good,Moderate,Good,Good,Excellent,Excellent,Moderate,Excellent,Moderate,Good,Excellent,Excellent,1.0,normal,apartment
2023-06-24 02:44:00,Moderate,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,,Poor,Good,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Excellent,Good,Poor,Moderate,Good,Excellent,Excellent,Moderate,Moderate,Moderate,Good,Excellent,Good,2.0,normal,apartment
2023-06-24 02:46:00,Moderate,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,,Poor,Good,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Excellent,Moderate,Good,Moderate,Good,Excellent,Excellent,Moderate,Poor,Moderate,Good,Excellent,Excellent,2.0,normal,apartment
2023-06-24 02:48:00,Moderate,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,,Poor,Good,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Excellent,Moderate,Good,Moderate,Good,Excellent,Excellent,Moderate,Moderate,Moderate,Good,Excellent,Good,1.0,normal,apartment
2023-06-24 02:50:00,Moderate,Excellent,Excellent,Excellent,Excellent,Excellent,Moderate,Excellent,,Poor,Good,Excellent,Excellent,Excellent,Good,Moderate,Excellent,Excellent,Poor,Good,Moderate,Good,Excellent,Excellent,Moderate,Moderate,Moderate,Good,Excellent,Excellent,2.0,normal,apartment
2023-06-24 02:52:00,Moderate,Excellent,Excellent,Excellent,Excellent,Excellent,Moderate,Excellent,,Poor,Good,Excellent,Excellent,Excellent,Good,Moderate,Excellent,Excellent,Moderate,Moderate,Moderate,Good,Excellent,Excellent,Moderate,Moderate,Moderate,Good,Excellent,Good,1.0,normal,apartment
2023-06-24 02:54:00,Moderate,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,,Poor,Good,Excellent,Excellent,Excellent,Good,Good,Excellent,Excellent,Poor,Good,Moderate,Good,Excellent,Excellent,Moderate,Moderate,Moderate,Good,Excellent,Good,2.0,normal,apartment
2023-06-24 02:56:00,Moderate,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,,Poor,Good,Excellent,Excellent,Excellent,Good,Good,Excellent,Excellent,Moderate,Moderate,Moderate,Good,Excellent,Excellent,Moderate,Good,Moderate,Good,Excellent,Good,1.0,normal,apartment
2023-06-24 02:58:00,Moderate,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,,Poor,Good,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Excellent,Moderate,Good,Moderate,Good,Excellent,Excellent,Moderate,Moderate,Moderate,Good,Excellent,Good,1.0,normal,apartment
2023-06-24 03:00:00,Moderate,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,,Poor,Good,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Excellent,Excellent,Good,Moderate,Good,Excellent,Excellent,Moderate,Good,Moderate,Good,Excellent,Good,1.0,normal,apartment
2023-06-24 03:02:00,Moderate,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,,Poor,Good,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Excellent,Moderate,Moderate,Moderate,Good,Excellent,Excellent,Moderate,Excellent,Moderate,Good,Excellent,Good,1.0,normal,apartment
2023-06-24 03:04:00,Moderate,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,,Poor,Good,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Excellent,Excellent,Good,Moderate,Good,Excellent,Excellent,Moderate,Excellent,Moderate,Good,Excellent,Good,1.0,normal,apartment
2023-06-24 03:06:00,Moderate,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,,Poor,Moderate,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Excellent,Moderate,Good,Moderate,Good,Excellent,Excellent,Moderate,Good,Moderate,Good,Excellent,Excellent,1.0,normal,apartment
2023-06-24 03:08:00,Moderate,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,,Poor,Moderate,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Excellent,Moderate,Good,Moderate,Good,Excellent,Excellent,Moderate,Moderate,Moderate,Good,Excellent,Good,1.0,normal,apartment
2023-06-24 03:10:00,Moderate,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,,Poor,Moderate,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Excellent,Good,Good,Moderate,Good,Excellent,Excellent,Moderate,Good,Moderate,Good,Excellent,Excellent,1.0,normal,apartment
2023-06-24 03:12:00,Moderate,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,,Poor,Moderate,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Excellent,Good,Good,Moderate,Good,Excellent,Excellent,Moderate,Good,Moderate,Good,Excellent,Good,1.0,normal,apartment
2023-06-24 03:14:00,Moderate,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,,Poor,Moderate,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Excellent,Moderate,Good,Moderate,Good,Excellent,Excellent,Moderate,Moderate,Moderate,Good,Excellent,Good,1.0,normal,apartment
2023-06-24 03:16:00,Poor,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,,Poor,Moderate,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Excellent,Moderate,Good,Moderate,Good,Excellent,Excellent,Moderate,Good,Moderate,Good,Excellent,Good,2.0,normal,apartment
2023-06-24 03:18:00,Moderate,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,,Poor,Moderate,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Excellent,Moderate,Good,Moderate,Good,Excellent,Excellent,Moderate,Good,Moderate,Good,Excellent,Good,1.0,normal,apartment
2023-06-24 03:20:00,Moderate,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,,Poor,Moderate,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Excellent,Moderate,Moderate,Moderate,Good,Excellent,Excellent,Moderate,Excellent,Moderate,Good,Excellent,Good,1.0,normal,apartment
2023-06-24 03:22:00,Moderate,Excellent,Excellent,Excellent,Excellent,Excellent,Moderate,Excellent,,Poor,Good,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Excellent,Good,Good,Moderate,Good,Excellent,Excellent,Moderate,Good,Moderate,Good,Excellent,Good,1.0,normal,apartment
2023-06-24 03:24:00,Moderate,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,,Poor,Good,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Excellent,Good,Good,Moderate,Good,Excellent,Excellent,Moderate,Moderate,Moderate,Good,Excellent,Good,1.0,normal,apartment
2023-06-24 03:26:00,Moderate,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,,Poor,Good,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Moderate,Moderate,Moderate,Good,Excellent,Excellent,Moderate,Poor,Moderate,Good,Excellent,Good,2.0,normal,apartment
2023-06-24 03:28:00,Moderate,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,,Moderate,Good,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Poor,Moderate,Moderate,Good,Excellent,Excellent,Moderate,Poor,Moderate,Good,Excellent,Good,2.0,normal,apartment
2023-06-24 03:30:00,Moderate,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,,Moderate,Good,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Poor,Good,Moderate,Good,Excellent,Excellent,Moderate,Poor,Moderate,Good,Excellent,Good,2.0,normal,apartment
2023-06-24 03:32:00,Moderate,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,,Moderate,Good,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Moderate,Good,Moderate,Good,Excellent,Excellent,Moderate,Poor,Moderate,Good,Excellent,Good,1.0,normal,apartment
2023-06-24 03:34:00,Moderate,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,,Moderate,Good,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Good,Moderate,Good,Excellent,Excellent,Moderate,Moderate,Moderate,Good,Excellent,Good,0.0,normal,apartment
2023-06-24 03:36:00,Moderate,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,,Moderate,Good,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Good,Moderate,Good,Excellent,Excellent,Moderate,Excellent,Moderate,Good,Excellent,Good,0.0,normal,apartment
2023-06-24 03:38:00,Moderate,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,,Moderate,Good,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Moderate,Good,Excellent,Excellent,Moderate,Excellent,Moderate,Good,Excellent,Good,0.0,normal,apartment
2023-06-24 03:40:00,Moderate,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,,Moderate,Good,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Good,Moderate,Good,Excellent,Excellent,Moderate,Excellent,Moderate,Good,Excellent,Good,0.0,normal,apartment
2023-06-24 03:42:00,Moderate,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,,Moderate,Good,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Moderate,Good,Moderate,Good,Excellent,Excellent,Moderate,Moderate,Moderate,Good,Excellent,Good,0.0,normal,apartment
2023-06-24 03:44:00,Moderate,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,,Moderate,Good,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Moderate,Good,Moderate,Good,Excellent,Excellent,Moderate,Moderate,Moderate,Good,Excellent,Good,0.0,normal,apartment
2023-06-24 03:46:00,Moderate,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,,Moderate,Good,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Moderate,Good,Moderate,Good,Excellent,Excellent,Moderate,Moderate,Moderate,Good,Excellent,Good,0.0,normal,apartment
2023-06-24 03:48:00,Moderate,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,,Moderate,Good,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Moderate,Good,Moderate,Good,Excellent,Excellent,Moderate,Moderate,Moderate,Good,Excellent,Good,0.0,normal,apartment
2023-06-24 03:50:00,Moderate,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,,Moderate,Good,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Moderate,Good,Moderate,Good,Excellent,Excellent,Moderate,Moderate,Moderate,Good,Excellent,Good,0.0,normal,apartment
2023-06-24 03:52:00,Moderate,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,,Moderate,Good,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Moderate,Good,Moderate,Good,Excellent,Excellent,Moderate,Good,Moderate,Good,Excellent,Good,0.0,normal,apartment
2023-06-24 03:54:00,Moderate,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,,Moderate,Good,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Moderate,Moderate,Good,Excellent,Excellent,Moderate,Excellent,Moderate,Good,Excellent,Good,0.0,normal,apartment
2023-06-24 03:56:00,Moderate,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,,Moderate,Good,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Moderate,Moderate,Moderate,Good,Excellent,Excellent,Moderate,Moderate,Moderate,Good,Excellent,Good,0.0,normal,apartment
2023-06-24 03:58:00,Moderate,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,,Moderate,Good,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Poor,Moderate,Moderate,Good,Excellent,Excellent,Moderate,Moderate,Moderate,Good,Excellent,Good,1.0,normal,apartment
2023-06-24 04:00:00,Moderate,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,,Moderate,Good,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Moderate,Good,Moderate,Good,Excellent,Excellent,Moderate,Moderate,Moderate,Good,Excellent,Good,0.0,normal,apartment
2023-06-24 04:02:00,Moderate,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,,Moderate,Good,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Moderate,Good,Moderate,Good,Excellent,Excellent,Moderate,Good,Moderate,Good,Excellent,Good,0.0,normal,apartment
2023-06-24 04:04:00,Moderate,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,,Moderate,Good,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Moderate,Good,Excellent,Excellent,Moderate,Good,Moderate,Good,Excellent,Good,0.0,normal,apartment
2023-06-24 04:06:00,Moderate,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,,Moderate,Good,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Moderate,Moderate,Good,Excellent,Excellent,Moderate,Good,Moderate,Good,Excellent,Good,0.0,normal,apartment
2023-06-24 04:08:00,Moderate,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,,Moderate,Good,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Good,Moderate,Good,Excellent,Excellent,Moderate,Good,Moderate,Good,Excellent,Good,0.0,normal,apartment
2023-06-24 04:10:00,Moderate,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,,Moderate,Good,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Good,Moderate,Good,Excellent,Excellent,Moderate,Good,Moderate,Good,Excellent,Good,0.0,normal,apartment
2023-06-24 04:12:00,Moderate,Excellent,Excellent,Excellent,Excellent,Excellent,Moderate,Excellent,,Moderate,Good,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Moderate,Good,Moderate,Good,Excellent,Excellent,Moderate,Moderate,Moderate,Good,Excellent,Good,0.0,normal,apartment
2023-06-24 04:14:00,Moderate,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,,Moderate,Good,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Moderate,Good,Moderate,Good,Excellent,Excellent,Moderate,Good,Moderate,Good,Excellent,Good,0.0,normal,apartment
2023-06-24 04:16:00,Moderate,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,,Moderate,Good,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Moderate,Good,Moderate,Good,Excellent,Excellent,Moderate,Excellent,Moderate,Good,Excellent,Good,0.0,normal,apartment
2023-06-24 04:18:00,Moderate,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,,Moderate,Good,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Good,Moderate,Good,Excellent,Excellent,Moderate,Good,Moderate,Good,Excellent,Good,0.0,normal,apartment
2023-06-24 04:20:00,Moderate,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,,Moderate,Good,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Good,Moderate,Good,Excellent,Excellent,Moderate,Good,Moderate,Good,Excellent,Good,0.0,normal,apartment
2023-06-24 04:22:00,Moderate,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,,Moderate,Good,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Good,Moderate,Good,Excellent,Excellent,Moderate,Good,Moderate,Good,Excellent,Good,0.0,normal,apartment
2023-06-24 04:24:00,Moderate,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,,Moderate,Good,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Good,Moderate,Good,Excellent,Excellent,Moderate,Moderate,Moderate,Good,Excellent,Good,0.0,normal,apartment
2023-06-24 04:26:00,Moderate,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,,Moderate,Good,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Good,Moderate,Good,Excellent,Excellent,Moderate,Good,Moderate,Good,Excellent,Good,0.0,normal,apartment
2023-06-24 04:28:00,Moderate,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,,Moderate,Good,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Moderate,Good,Excellent,Excellent,Moderate,Excellent,Moderate,Good,Excellent,Good,0.0,normal,apartment
2023-06-24 04:30:00,Moderate,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,,Moderate,Good,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Moderate,Good,Moderate,Good,Excellent,Excellent,Moderate,Good,Moderate,Good,Excellent,Good,0.0,normal,apartment
2023-06-24 04:32:00,Moderate,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,,Moderate,Good,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Good,Moderate,Good,Excellent,Excellent,Moderate,Excellent,Moderate,Good,Excellent,Good,0.0,normal,apartment
2023-06-24 04:34:00,Moderate,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,,Moderate,Good,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Moderate,Good,Excellent,Excellent,Moderate,Good,Moderate,Good,Excellent,Good,0.0,normal,apartment
2023-06-24 04:36:00,Moderate,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,,Moderate,Good,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Good,Moderate,Good,Excellent,Excellent,Moderate,Excellent,Moderate,Good,Excellent,Good,0.0,normal,apartment
2023-06-24 04:38:00,Moderate,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,,Moderate,Good,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Moderate,Good,Moderate,Good,Excellent,Excellent,Moderate,Good,Moderate,Good,Excellent,Good,0.0,normal,apartment
2023-06-24 04:40:00,Moderate,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,,Moderate,Good,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Moderate,Good,Excellent,Excellent,Moderate,Excellent,Moderate,Good,Excellent,Good,0.0,normal,apartment
2023-06-24 04:42:00,Moderate,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,,Moderate,Good,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Moderate,Good,Moderate,Good,Excellent,Excellent,Moderate,Good,Moderate,Good,Excellent,Good,0.0,normal,apartment
2023-06-24 04:44:00,Moderate,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,,Moderate,Good,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Moderate,Good,Moderate,Good,Excellent,Excellent,Moderate,Good,Moderate,Good,Excellent,Good,0.0,normal,apartment
2023-06-24 04:46:00,Moderate,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,,Moderate,Good,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Moderate,Good,Moderate,Good,Excellent,Excellent,Moderate,Good,Moderate,Good,Excellent,Good,0.0,normal,apartment
2023-06-24 04:48:00,Moderate,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,,Moderate,Good,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Moderate,Good,Moderate,Good,Excellent,Excellent,Moderate,Moderate,Moderate,Good,Excellent,Good,0.0,normal,apartment
2023-06-24 04:50:00,Moderate,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,,Moderate,Good,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Moderate,Good,Excellent,Excellent,Moderate,Good,Moderate,Good,Excellent,Good,0.0,normal,apartment
2023-06-24 04:52:00,Moderate,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,,Moderate,Good,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Moderate,Good,Moderate,Good,Excellent,Excellent,Moderate,Excellent,Moderate,Good,Excellent,Good,0.0,normal,apartment
2023-06-24 04:54:00,Moderate,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,,Moderate,Good,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Good,Moderate,Good,Excellent,Excellent,Moderate,Good,Moderate,Good,Excellent,Good,0.0,normal,apartment
